Event,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Probability
E2515,7.55,1.57,2.96,6.23,5.27,9.35,6.63,5.99,9.17,0.00024482
E2516,6.19,8.65,7.15,9.36,7.21,6.61,5.98,3.12,4.16,0.00027832
E2517,4.18,9.69,2.52,2.34,4.72,3.82,0.2,8.0,0.1,0.00035275
E2518,7.73,8.43,9.28,4.91,8.01,8.94,5.4,2.41,7.36,1.348e-05
E2519,1.69,0.55,7.84,6.18,2.89,1.28,8.32,1.95,1.04,4.428e-05
E2520,6.56,3.4,3.92,0.74,8.47,9.93,5.44,1.6,4.31,5.72e-05
E2521,1.23,1.79,8.21,9.14,7.46,1.33,8.06,9.76,1.69,3.498e-05
E2522,9.67,3.6,5.8,3.16,0.44,6.04,3.44,8.77,2.48,5.413e-05
E2523,5.19,6.95,0.88,2.3,2.83,4.2,5.57,2.78,9.36,0.00038051
E2524,9.41,3.4,7.61,8.86,6.19,6.96,0.21,0.4,1.97,0.00029977
E2525,5.21,8.54,9.69,3.88,3.52,6.46,9.58,2.74,1.49,0.00026645
E2526,5.71,6.67,2.76,0.36,1.2,1.49,5.81,7.45,4.83,0.00018814
E2527,3.16,1.26,9.36,0.67,9.32,3.34,9.65,8.86,5.62,0.00031196
E2528,5.31,1.62,1.19,2.62,1.97,2.09,4.05,2.25,5.5,0.00028993
E2529,7.3,1.43,7.99,0.56,3.0,7.55,7.97,7.29,5.11,0.00035425
E2530,7.18,9.19,5.7,2.03,9.72,7.1,1.38,4.24,3.62,5.681e-05
E2531,9.2,7.54,4.34,2.79,7.46,5.05,2.77,9.01,9.11,0.00016908
E2532,6.4,2.57,8.9,1.43,9.42,7.32,9.78,1.76,7.03,0.0001648
E2533,2.29,7.65,8.14,8.39,2.08,2.12,2.66,5.6,4.33,6.64e-05
E2534,8.66,6.02,2.68,6.07,3.59,1.08,5.42,0.1,7.72,0.00011809
E2535,6.44,9.41,8.66,2.73,2.71,8.27,2.31,4.62,0.64,0.00029982
E2536,5.19,8.34,7.4,6.05,3.36,4.98,6.5,6.56,8.69,5.77e-06
E2537,7.27,2.4,8.35,2.97,1.13,5.43,0.49,3.47,7.02,0.00020686
E2538,3.61,4.92,4.82,8.23,3.2,6.23,1.93,6.93,3.2,0.00024206
E2539,4.66,4.25,2.93,0.18,7.23,6.95,0.24,8.91,7.38,0.0003208
E2540,5.73,5.85,5.81,2.9,7.65,8.06,6.3,3.88,4.12,0.00013213
E2541,7.58,2.84,8.34,8.72,8.16,2.43,8.26,8.38,6.0,0.00034863
E2542,4.61,2.0,2.9,0.59,0.17,9.98,5.95,2.73,1.22,4.746e-05
E2543,8.91,8.72,2.83,6.1,8.82,3.15,1.38,3.02,1.71,0.00013698
E2544,9.4,9.56,1.59,3.81,7.52,8.7,0.29,6.79,6.99,0.00015938
E2545,4.93,1.85,8.47,2.0,7.95,5.8,5.29,2.52,3.37,0.00029502
E2546,6.03,8.69,0.23,2.69,9.06,3.59,7.78,9.33,7.18,0.0001723
E2547,6.91,7.03,4.89,0.78,6.63,1.72,1.78,2.47,5.43,0.00021717
E2548,4.37,4.06,5.99,4.27,3.82,5.82,3.14,6.11,5.07,0.00021775
E2549,5.75,3.3,9.82,4.59,0.42,0.56,4.36,0.9,3.94,0.00018649
E2550,8.04,6.02,5.99,4.1,6.94,3.81,2.79,1.15,0.81,0.00034016
E2551,8.31,2.67,9.12,2.32,9.56,3.41,0.72,0.35,0.12,0.00023421
E2552,5.0,2.32,9.19,4.12,3.61,2.42,6.0,4.86,6.83,0.00014001
E2553,6.02,5.35,4.7,8.68,0.25,7.77,4.09,6.33,5.33,0.00025327
E2554,5.89,1.53,6.71,4.88,3.3,0.35,5.53,5.82,6.66,2.078e-05
E2555,9.12,9.71,3.91,6.42,1.86,5.86,8.71,5.55,1.66,0.00033153
E2556,2.88,3.67,5.72,4.86,6.58,6.53,6.68,3.29,0.16,0.00027579
E2557,9.4,3.98,5.77,2.66,9.04,1.44,8.75,3.84,2.56,0.00035111
E2558,1.49,7.1,0.14,3.23,5.73,6.34,8.33,5.63,6.35,0.00013404
E2559,9.03,4.3,5.96,3.42,0.55,1.51,4.56,2.64,2.6,0.00013609
E2560,8.47,9.58,1.37,2.08,3.92,2.63,1.9,9.35,5.49,0.00034397
E2561,3.37,6.75,1.59,5.48,3.61,5.86,1.97,9.55,1.43,0.00023003
E2562,9.98,2.73,2.76,2.21,4.84,0.21,4.38,7.45,9.32,1.514e-05
E2563,9.31,9.11,4.91,8.75,2.13,6.68,6.76,1.2,9.21,0.00022344
E2564,9.02,2.9,9.61,3.38,5.95,3.36,1.51,1.13,7.65,0.0001072
E2565,9.69,4.15,1.41,8.86,1.35,3.71,0.14,0.44,2.99,7.437e-05
E2566,2.46,6.3,0.65,3.07,3.53,0.62,1.91,2.56,4.76,0.00035811
E2567,3.12,0.12,7.54,4.57,0.99,6.4,7.92,1.34,6.93,0.00031901
E2568,0.64,0.26,1.52,4.03,9.89,2.88,4.71,7.29,1.1,0.00016352
E2569,5.67,5.95,8.26,4.06,5.82,1.65,9.08,8.03,5.94,6.416e-05
E2570,9.12,9.22,4.95,9.33,6.78,2.72,6.91,1.9,7.48,0.00037612
E2571,2.7,5.8,2.04,9.87,3.16,4.33,9.69,2.82,3.67,0.00026351
E2572,5.56,0.13,1.11,3.55,5.21,2.21,9.36,0.73,1.54,5.101e-05
E2573,1.76,6.46,5.22,0.81,7.14,9.22,3.41,4.18,2.97,0.00020028
E2574,6.13,1.75,5.93,4.41,4.89,6.66,4.42,3.27,4.34,4.535e-05
E2575,3.03,5.16,1.81,8.29,7.19,4.97,1.47,2.87,8.81,0.00038672
E2576,6.46,7.79,3.21,3.16,4.74,1.3,6.13,8.62,6.76,0.00026698
E2577,6.33,6.99,8.93,6.29,1.68,6.58,7.93,4.94,6.85,0.00027977
E2578,9.39,1.35,5.44,1.03,4.68,0.33,2.09,2.31,2.9,0.00034845
E2579,1.35,0.31,5.07,6.04,4.55,4.37,3.06,6.7,1.86,0.00030617
E2580,1.28,2.68,0.06,5.37,5.58,5.0,2.55,8.66,5.65,0.00035981
E2581,8.64,6.09,5.79,7.17,3.89,7.75,0.91,4.73,1.97,6.043e-05
E2582,5.19,2.93,6.14,9.64,5.49,6.16,0.22,1.36,0.19,0.00016727
E2583,5.68,7.23,7.85,1.57,3.87,1.05,9.38,0.14,5.75,0.00010802
E2584,4.7,4.0,1.48,6.74,1.81,1.1,5.56,7.79,3.36,0.00035762
E2585,0.39,2.9,7.3,4.33,6.43,3.71,7.67,3.05,8.89,0.00031767
E2586,7.8,6.55,8.04,5.2,1.69,2.26,9.74,2.55,5.98,9.33e-05
E2587,7.19,4.76,8.77,9.21,3.05,8.62,9.46,2.47,3.2,0.00012416
E2588,9.96,8.57,7.93,7.71,1.76,7.07,4.73,5.72,3.48,0.0002108
E2589,8.99,0.8,0.78,0.72,7.46,2.63,0.3,9.02,9.04,0.00034058
E2590,3.14,7.15,4.63,1.75,7.75,5.75,1.64,3.95,1.2,0.00031332
E2591,9.94,7.72,1.45,1.57,1.52,7.41,4.75,8.66,6.96,0.00022394
E2592,5.57,3.51,4.45,4.99,2.47,6.62,6.0,3.55,5.69,5.637e-05
E2593,3.97,8.04,2.3,4.44,5.56,4.36,4.59,6.35,2.61,0.00021019
E2594,8.78,4.44,7.8,8.09,6.11,5.95,2.44,0.21,6.9,0.00038896
E2595,8.64,3.13,7.42,4.93,0.59,3.42,2.31,8.78,9.91,0.00035934
E2596,3.49,5.0,6.9,4.49,8.65,6.94,7.87,6.95,3.84,1.38e-06
E2597,5.86,1.66,0.16,4.24,7.64,3.09,3.64,1.64,5.18,0.00027368
E2598,3.83,6.3,3.74,5.6,3.24,4.46,2.89,7.43,2.45,0.00029842
E2599,6.34,5.54,5.65,6.33,1.44,9.97,7.28,6.27,4.92,3.722e-05
E2600,2.17,7.17,9.07,2.34,2.13,8.53,1.32,7.68,6.56,0.00028455
E2601,8.76,0.17,6.8,2.97,0.83,0.27,9.45,2.62,8.4,5.04e-05
E2602,8.66,0.19,6.94,2.37,6.74,6.07,2.01,8.57,8.47,0.00027627
E2603,9.88,3.85,4.0,1.9,9.69,1.84,9.87,4.58,6.42,0.00014845
E2604,9.48,4.66,7.67,5.44,8.85,2.32,0.73,4.92,5.09,3.881e-05
E2605,4.75,9.74,0.41,7.07,2.7,5.56,5.63,6.52,9.46,0.0001831
E2606,1.01,0.32,2.28,7.98,6.65,2.28,4.13,1.27,3.98,5.574e-05
E2607,3.17,4.94,9.78,3.22,0.51,6.07,8.01,5.46,5.13,3.429e-05
E2608,6.09,1.29,0.27,6.14,5.73,9.18,6.61,2.02,6.69,0.0002172
E2609,3.31,6.29,1.11,5.73,0.25,5.9,7.62,3.5,7.07,0.00033898
E2610,9.73,4.77,0.14,2.98,9.87,0.38,4.99,1.33,5.02,0.00016266
E2611,7.39,8.98,9.93,0.64,2.67,1.09,9.94,0.97,6.02,0.00029028
E2612,1.85,3.12,7.02,3.87,2.71,4.32,3.36,8.3,7.68,5.55e-05
E2613,1.94,3.06,2.87,5.91,2.46,7.74,2.73,1.78,2.08,0.00017559
E2614,0.29,4.12,9.44,5.23,5.44,4.43,9.5,1.94,3.72,7.8e-06
E2615,3.23,0.86,4.45,9.93,3.51,5.9,0.31,8.48,2.25,0.00038765
E2616,2.13,4.97,9.02,3.51,3.01,9.61,2.44,6.94,7.77,0.00031312
E2617,5.52,5.6,9.45,0.27,0.92,5.7,0.2,6.5,6.86,0.00014668
E2618,8.12,1.82,6.85,0.43,0.27,0.12,6.71,8.64,5.74,0.00036162
E2619,0.27,7.06,6.8,0.67,9.81,8.78,0.4,0.53,6.46,4.175e-05
E2620,3.58,8.5,1.96,3.9,0.49,6.4,5.71,5.59,6.85,0.00020508
E2621,8.2,4.6,0.63,0.93,1.04,0.34,8.15,5.89,8.0,0.00010269
E2622,3.46,6.78,3.77,7.04,1.12,6.67,2.05,4.51,8.75,0.00035156
E2623,4.9,6.46,9.86,4.24,4.68,3.42,6.44,6.69,3.56,0.00039002
E2624,0.65,3.37,2.69,4.93,2.93,1.69,7.53,7.8,5.0,3.877e-05
E2625,1.66,8.6,8.6,4.39,8.34,8.72,3.71,5.08,6.16,8.287e-05
E2626,4.86,1.75,1.43,1.82,0.39,6.06,7.78,9.23,6.95,3.58e-05
E2627,3.39,0.84,3.74,8.24,6.58,3.78,6.53,8.84,1.17,0.00036726
E2628,7.22,3.49,2.23,3.75,1.14,7.2,7.53,3.34,8.78,0.00010308
E2629,0.66,0.69,3.01,0.88,5.85,9.98,4.3,8.7,6.02,0.00036665
E2630,3.69,7.79,4.18,5.08,3.41,4.39,5.96,1.26,4.09,8.843e-05
E2631,9.37,2.37,3.76,0.91,3.92,3.87,5.57,5.66,6.38,2.523e-05
E2632,6.59,5.57,1.76,2.58,0.84,0.95,7.63,1.51,5.84,8.222e-05
E2633,1.3,5.24,0.34,8.35,0.87,9.82,1.13,3.45,5.79,0.00037382
E2634,9.74,7.49,6.91,2.38,5.43,6.85,0.56,4.97,1.9,3.741e-05
E2635,9.44,6.35,0.27,1.26,8.01,2.05,0.99,4.8,8.51,0.00010799
E2636,7.86,0.4,6.0,2.78,6.38,2.52,6.45,3.45,6.94,5.81e-05
E2637,8.96,2.79,8.2,0.47,3.69,8.13,1.79,3.88,6.36,0.00022101
E2638,5.87,0.58,2.15,3.29,9.28,9.86,1.37,2.87,9.61,0.00011396
E2639,8.16,0.62,6.65,3.96,1.75,8.82,4.15,2.72,6.75,0.00032004
E2640,1.68,8.79,5.42,3.9,6.06,3.83,2.34,0.64,2.14,0.00019086
E2641,8.24,6.26,6.46,3.61,3.79,9.11,8.89,7.89,4.49,0.00013817
E2642,1.79,4.57,8.73,6.37,6.85,0.39,0.81,3.8,6.35,0.00020248
E2643,0.94,1.87,6.4,1.98,9.04,8.91,1.82,2.93,2.47,0.00025513
E2644,8.63,8.85,5.79,5.99,7.46,7.46,9.77,8.45,4.28,0.0001491
E2645,1.63,5.65,5.77,0.19,9.74,2.44,6.5,3.27,5.84,7.33e-06
E2646,6.07,2.82,6.72,1.13,6.02,5.1,8.19,3.55,5.94,0.00038846
E2647,7.56,1.5,9.01,4.27,1.43,5.61,9.59,5.99,6.28,0.00033392
E2648,8.09,2.94,5.71,5.6,5.67,6.94,3.55,9.95,4.74,6.536e-05
E2649,3.96,0.35,5.13,0.3,2.33,3.93,6.77,9.11,7.92,0.00022287
E2650,9.58,6.22,0.77,7.56,7.96,0.84,7.66,7.15,9.51,0.00035756
E2651,2.14,0.54,6.43,9.79,7.94,4.49,6.12,9.02,5.31,1.895e-05
E2652,6.88,3.57,6.18,6.2,2.74,6.2,2.75,9.51,4.49,0.00025762
E2653,2.91,0.19,7.6,0.51,2.67,7.0,5.48,1.87,6.48,0.00023936
E2654,3.16,0.45,8.37,8.38,7.17,4.58,7.21,0.44,1.22,0.00039249
E2655,5.26,2.26,0.06,2.15,0.28,8.27,9.02,8.24,1.41,0.00028229
E2656,1.05,0.24,4.85,1.61,1.26,5.33,5.36,0.64,5.47,0.00025507
E2657,0.21,9.75,8.16,7.15,9.24,1.3,3.86,8.13,3.68,0.00016472
E2658,0.92,7.05,3.13,7.23,6.51,8.52,7.42,7.47,1.19,6.987e-05
E2659,1.51,4.68,0.25,7.11,4.06,2.66,0.43,8.92,2.46,9.493e-05
E2660,0.55,6.46,2.58,8.39,9.22,9.56,5.44,9.24,9.92,0.0003514
E2661,5.47,5.32,0.75,6.11,6.64,8.54,5.88,7.61,4.23,0.00019024
E2662,5.22,9.34,5.73,4.52,7.86,8.12,5.44,5.07,5.98,8.765e-05
E2663,3.41,5.47,8.33,4.89,8.76,8.03,6.5,3.0,1.39,0.00012404
E2664,0.36,9.89,2.71,4.33,8.42,3.43,4.99,0.14,7.18,0.0001428
E2665,7.67,0.43,7.58,9.21,4.89,5.24,3.43,3.92,7.01,0.00037918
E2666,5.2,7.47,6.86,9.57,9.61,8.35,0.78,6.48,2.88,0.00031454
E2667,8.93,2.76,8.78,6.2,8.1,3.42,4.69,4.88,1.34,0.00013059
E2668,0.92,5.65,6.98,3.14,6.72,0.55,9.21,7.0,0.38,6.874e-05
E2669,8.71,7.22,4.53,0.01,7.12,5.83,2.92,9.49,1.67,5.52e-05
E2670,8.83,0.85,4.78,7.21,4.95,8.04,3.62,0.41,3.24,0.00014305
E2671,6.33,1.81,4.56,8.35,5.56,3.47,5.74,6.12,3.96,0.00011431
E2672,2.15,1.47,2.35,0.13,9.64,1.96,6.07,9.72,7.21,0.00025678
E2673,7.41,0.01,6.39,4.07,7.81,7.7,6.64,9.92,9.18,0.00022475
E2674,6.75,9.97,2.66,6.29,5.81,1.72,5.13,7.62,4.45,3.901e-05
E2675,3.29,5.14,0.48,2.81,8.53,0.98,3.17,6.13,7.39,0.00019297
E2676,4.41,3.07,2.1,8.71,4.65,1.29,7.15,3.94,2.92,0.00014732
E2677,5.18,4.38,1.45,0.92,1.04,3.37,1.71,1.24,2.8,0.00031653
E2678,3.08,0.25,6.01,7.58,0.35,6.68,9.81,5.3,0.62,0.00034736
E2679,9.85,3.42,7.28,5.15,7.21,7.61,9.76,4.13,6.22,0.0001477
E2680,1.53,2.28,4.44,9.55,5.22,5.36,7.74,9.86,3.48,0.00019307
E2681,6.35,5.11,9.27,1.11,7.69,4.25,5.47,0.72,3.35,0.00022506
E2682,1.32,2.67,2.11,5.48,2.97,9.18,3.06,1.23,3.4,3.529e-05
E2683,0.23,1.02,3.88,3.01,9.21,3.71,7.44,0.61,4.86,0.00036136
E2684,4.36,4.51,7.67,3.38,3.3,5.41,3.27,7.17,6.11,0.000261
E2685,2.38,8.38,8.76,4.15,9.07,6.23,5.29,1.04,4.87,2.036e-05
E2686,5.65,1.72,1.28,8.81,3.47,6.01,1.91,1.49,0.52,0.00031812
E2687,6.42,5.09,4.61,9.25,5.78,1.25,5.29,4.74,0.18,0.00021261
E2688,6.35,8.85,0.27,9.38,9.09,1.41,9.81,4.82,3.46,0.00022543
E2689,3.55,8.58,7.27,4.45,2.76,5.99,0.1,0.82,8.37,0.00029013
E2690,4.45,5.36,1.75,8.6,4.54,0.03,1.06,1.38,5.41,0.00012684
E2691,0.6,2.25,0.09,9.0,8.06,5.37,5.28,9.96,6.67,0.00028749
E2692,9.89,3.16,3.21,8.4,9.21,4.99,6.21,9.87,8.21,0.00035207
E2693,7.27,1.12,4.61,1.15,5.99,9.74,2.14,2.07,2.85,0.00023908
E2694,5.74,7.4,2.02,3.47,1.99,1.83,8.07,3.7,5.42,1.308e-05
E2695,8.27,6.71,6.84,8.25,4.72,2.22,3.62,5.27,0.83,0.0002146
E2696,6.93,5.13,2.88,2.0,2.72,0.16,7.79,0.56,5.82,0.00018156
E2697,2.66,5.74,4.12,6.12,5.66,8.07,1.93,9.59,3.33,0.00017433
E2698,6.71,1.62,7.04,4.41,9.91,9.74,7.72,7.39,2.13,0.00039512
E2699,0.71,9.04,3.73,2.84,5.49,9.06,4.5,3.42,1.83,0.0003471
E2700,1.64,5.58,0.7,1.91,8.46,0.33,7.53,5.74,7.14,0.00028353
E2701,1.7,9.27,6.15,3.54,9.57,6.93,0.11,1.49,6.6,0.00026621
E2702,7.05,3.49,9.71,7.85,2.55,6.35,6.52,0.8,0.35,0.00038128
E2703,0.53,9.95,1.58,9.68,2.23,2.12,3.44,5.03,3.61,8.622e-05
E2704,2.55,9.27,0.02,5.01,0.76,6.2,3.56,7.76,5.34,0.0002344
E2705,0.95,7.65,1.65,1.9,0.73,7.52,5.43,0.13,9.68,0.00017943
E2706,4.38,4.65,3.75,0.93,2.49,0.77,9.5,5.9,6.11,0.00021377
E2707,0.77,1.14,4.33,7.27,7.24,9.79,2.47,9.03,3.86,0.00032916
E2708,2.13,8.14,1.51,3.57,9.38,9.96,1.04,1.35,5.01,8.785e-05
E2709,6.51,6.78,4.58,8.73,2.6,7.58,7.18,6.91,8.49,0.00038428
E2710,0.22,0.09,0.53,5.05,7.17,7.5,0.12,6.57,1.74,0.00026166
E2711,5.4,2.82,0.07,0.41,2.03,9.85,3.68,9.58,8.34,0.00023856
E2712,0.38,6.76,3.89,8.86,8.84,3.95,9.77,2.46,6.65,0.00037239
E2713,9.45,1.24,3.74,6.67,6.41,3.78,8.13,3.76,9.09,0.00015957
E2714,7.18,4.45,3.3,6.42,8.73,0.34,7.28,6.22,1.26,0.00021665
E2715,1.89,7.74,5.07,5.01,9.68,1.54,1.68,2.0,6.98,0.0003405
E2716,9.9,9.08,3.77,4.81,9.06,1.7,4.0,8.51,0.63,0.00039345
E2717,0.51,1.5,1.76,2.02,7.37,1.42,7.19,6.72,2.13,0.00014843
E2718,8.86,0.95,9.06,4.41,3.06,2.37,4.88,1.83,3.36,9.21e-05
E2719,7.17,0.61,1.66,8.06,4.6,2.59,1.62,6.42,5.61,0.00023142
E2720,4.15,2.96,4.65,6.28,5.31,1.23,1.89,6.72,6.98,2.778e-05
E2721,6.95,3.16,7.67,2.77,5.57,3.48,0.86,7.91,6.13,0.00020038
E2722,6.27,1.69,4.15,8.27,6.71,1.92,8.24,2.58,1.03,6.395e-05
E2723,7.13,2.89,6.47,6.74,4.83,2.46,3.74,4.64,9.35,0.00028775
E2724,5.47,3.45,7.85,6.91,4.88,4.72,1.16,6.67,9.92,4.561e-05
E2725,9.08,2.08,1.39,2.7,7.57,6.8,9.67,9.07,8.55,0.00017147
E2726,6.48,9.75,9.04,4.61,3.89,6.24,8.43,0.12,5.01,0.00023707
E2727,4.12,9.72,4.84,7.61,8.76,0.43,3.13,2.95,4.7,0.00029992
E2728,6.03,7.8,7.92,9.11,7.39,4.13,4.65,0.98,7.46,0.00017461
E2729,6.12,1.92,2.31,4.2,6.78,1.39,4.03,6.83,5.66,9.67e-05
E2730,6.1,2.21,9.46,4.02,9.5,2.29,2.22,0.33,8.24,0.00032588
E2731,5.84,7.72,0.3,8.39,7.16,5.64,2.67,3.59,8.68,0.00015507
E2732,4.4,9.78,1.9,2.62,1.28,8.62,0.61,5.54,1.25,0.00034868
E2733,6.47,4.02,3.83,4.12,3.02,3.59,5.03,6.16,6.91,0.00031342
E2734,8.61,3.15,7.48,4.02,8.19,0.42,2.16,5.0,8.91,0.0003663
E2735,8.41,9.93,8.24,4.18,1.02,9.96,6.45,2.37,1.13,0.0003406
E2736,7.89,0.06,5.44,9.45,8.48,8.62,6.82,8.3,8.45,1.287e-05
E2737,2.44,5.14,9.64,2.74,9.1,6.7,5.01,9.19,9.89,2.49e-06
E2738,8.45,2.71,6.29,4.65,3.33,8.69,4.21,6.44,9.08,0.00012233
E2739,1.21,5.13,1.96,7.79,4.88,9.0,0.02,6.57,4.75,2.22e-06
E2740,9.14,1.23,1.12,9.98,6.45,1.87,4.71,0.57,9.64,6.347e-05
E2741,1.77,7.07,9.09,2.69,0.28,6.25,6.46,0.55,3.17,0.0001369
E2742,4.2,5.01,4.99,0.86,8.52,2.23,6.88,1.66,3.26,9.687e-05
E2743,8.91,5.78,6.81,3.77,9.85,5.91,2.69,0.31,7.24,6.95e-05
E2744,7.26,3.75,1.42,0.77,1.57,4.14,2.31,6.98,2.43,0.00037051
E2745,0.08,4.17,5.21,2.32,4.96,0.58,3.02,7.44,0.76,0.00012214
E2746,5.24,2.33,6.71,0.31,9.4,8.37,3.81,6.14,6.57,0.0001433
E2747,5.91,7.64,5.29,3.77,0.71,8.79,5.17,9.68,3.96,0.00037307
E2748,9.73,8.88,4.2,9.15,9.89,2.1,4.72,4.81,3.95,6.671e-05
E2749,6.82,4.3,0.35,4.62,6.27,4.3,1.36,1.94,1.31,0.00032946
E2750,1.84,8.97,4.56,3.62,8.38,5.25,4.28,5.45,4.08,0.00022154
E2751,9.61,3.0,5.2,3.17,7.36,9.61,5.26,2.14,4.06,0.00038161
E2752,1.78,5.7,7.69,2.42,7.25,0.6,6.07,4.2,9.62,0.00027725
E2753,0.15,1.48,7.89,6.55,5.47,0.2,9.97,7.33,7.91,2.605e-05
E2754,4.29,9.08,6.27,3.9,3.41,8.29,8.23,8.29,1.17,0.00026323
E2755,4.49,5.21,6.41,3.3,9.83,3.8,4.97,1.29,0.48,0.00038997
E2756,5.5,8.33,1.8,7.39,5.51,6.13,7.91,0.08,1.23,0.00023802
E2757,2.48,7.39,3.09,2.19,0.62,1.95,2.46,2.36,4.66,0.00024359
E2758,8.37,1.73,9.13,0.51,8.44,5.16,2.11,0.66,3.14,0.00017274
E2759,4.5,8.18,9.61,9.68,3.03,5.81,0.69,7.8,6.34,0.00037586
E2760,4.18,3.21,6.42,9.67,3.91,1.31,4.22,5.08,9.72,0.00032778
E2761,4.79,8.68,2.61,4.16,3.42,3.97,8.21,9.07,8.78,0.00024479
E2762,7.3,7.89,0.55,6.93,3.65,6.16,4.68,6.74,5.93,0.00015139
E2763,8.07,6.92,0.89,0.81,5.17,5.91,9.38,6.19,4.52,4.442e-05
E2764,5.52,4.04,8.51,2.07,5.98,5.63,5.66,6.23,9.93,0.00014592
E2765,9.31,4.05,9.43,9.17,2.2,1.46,4.0,0.17,6.77,0.0001175
E2766,4.04,8.95,2.77,3.36,9.83,7.98,5.31,6.49,5.97,5.125e-05
E2767,9.58,9.61,5.28,4.13,2.61,2.36,5.06,9.06,2.71,0.00034066
E2768,6.77,7.46,5.93,1.63,5.51,3.22,8.72,4.1,5.68,0.00031925
E2769,6.63,2.46,0.76,8.38,9.5,0.67,2.09,8.39,7.31,9.92e-05
E2770,2.58,5.3,8.47,2.05,7.86,7.39,3.05,8.66,6.75,6.3e-07
E2771,8.97,2.36,3.06,7.99,7.93,8.94,4.43,4.07,5.14,0.00030743
E2772,8.88,5.57,6.31,3.12,3.77,2.01,1.21,2.73,8.04,0.00014938
E2773,9.79,8.38,9.3,3.62,6.86,5.35,5.13,0.78,6.8,0.00032638
E2774,0.49,5.5,6.89,4.83,4.2,5.23,4.97,2.23,4.49,0.00019833
E2775,8.26,3.13,5.25,3.72,7.31,4.69,5.4,6.2,6.5,0.00020556
E2776,1.11,5.97,4.08,2.08,3.91,0.39,4.0,5.71,1.71,0.00019801
E2777,9.56,9.58,6.92,2.61,4.58,2.32,8.13,7.27,7.96,0.00024513
E2778,8.83,0.55,8.61,8.99,0.0,1.29,9.66,2.57,6.57,0.00011256
E2779,6.88,7.35,3.39,4.47,9.14,1.6,6.85,5.71,7.67,0.00028442
E2780,6.96,4.86,1.3,1.09,5.53,5.15,6.85,6.49,8.11,6.419e-05
E2781,2.16,0.42,0.14,5.73,6.42,1.35,2.29,2.99,1.98,0.00033183
E2782,2.02,7.43,9.58,7.44,7.05,3.53,8.82,6.97,7.6,4.148e-05
E2783,5.28,6.65,2.42,0.55,8.04,3.88,4.66,6.93,4.8,0.0001029
E2784,5.88,8.15,8.8,7.6,0.98,9.56,2.23,5.84,3.29,0.00035164
E2785,9.55,2.83,0.32,3.17,2.68,1.68,4.27,8.26,1.67,0.00032259
E2786,8.39,0.79,5.33,4.16,7.41,4.84,5.74,6.64,8.41,0.00026593
E2787,5.28,0.94,2.98,5.62,0.71,1.51,2.05,4.04,1.67,8.96e-05
E2788,7.83,9.02,3.27,1.97,2.46,8.06,3.93,0.71,9.02,0.0002828
E2789,7.22,0.59,3.81,7.2,4.62,5.98,0.57,5.93,5.97,0.0002117
E2790,8.72,9.36,5.92,3.2,8.39,1.64,0.35,5.34,7.36,0.00031419
E2791,6.62,7.49,5.75,8.59,6.65,6.42,4.1,2.8,3.4,0.00016496
E2792,8.78,5.66,4.87,3.37,0.78,8.56,3.77,4.18,6.19,0.00037379
E2793,2.14,7.0,8.21,7.53,5.82,6.89,0.86,8.28,2.88,7.654e-05
E2794,6.91,1.62,2.62,1.48,7.3,8.39,0.4,8.35,2.78,0.0002994
E2795,8.45,2.03,5.61,7.12,7.96,1.05,2.06,5.42,7.05,0.00015875
E2796,7.74,9.42,2.83,7.42,3.64,2.48,3.89,2.93,9.26,0.00018935
E2797,2.52,6.46,9.99,8.46,6.08,3.18,7.75,0.79,0.99,0.00020414
E2798,6.09,7.5,8.97,0.37,9.25,9.84,4.35,3.89,1.94,0.00019205
E2799,1.53,7.48,4.27,2.06,0.06,5.47,4.67,8.29,1.31,0.00011125
E2800,7.93,5.8,5.3,6.79,3.57,6.84,8.74,2.82,6.7,0.00031177
E2801,7.15,0.23,0.31,5.71,9.4,8.8,7.23,1.75,8.13,3.088e-05
E2802,4.3,2.61,1.02,9.11,4.39,0.39,5.74,8.64,8.88,0.00021426
E2803,1.82,1.47,6.0,0.71,9.02,3.48,3.12,3.02,4.42,0.00014919
E2804,6.89,5.78,4.57,5.41,4.5,5.08,8.98,6.24,5.47,0.00034959
E2805,4.22,3.61,1.77,5.11,6.03,3.84,2.43,7.97,6.58,0.00035641
E2806,2.81,4.71,9.53,5.57,8.71,5.97,6.9,0.49,8.59,0.00035311
E2807,0.38,9.8,0.96,0.88,2.7,9.79,6.31,6.93,6.49,0.00039167
E2808,2.91,4.86,5.92,7.41,5.58,1.55,9.93,7.26,6.31,0.00011992
E2809,9.44,1.89,0.47,4.78,2.14,7.95,0.66,2.22,8.0,0.0003655
E2810,6.34,6.73,6.02,5.62,4.87,2.09,3.4,2.12,5.15,7.925e-05
E2811,0.63,2.6,8.29,5.89,2.54,8.15,6.43,6.8,8.72,6.681e-05
E2812,1.93,0.79,1.57,8.37,5.21,4.43,7.11,2.67,9.46,6.859e-05
E2813,8.48,2.51,0.63,3.99,4.27,2.41,8.23,5.08,8.18,0.00012708
E2814,8.76,8.05,4.7,5.96,2.49,3.22,0.1,2.26,0.34,0.00033603
E2815,3.79,7.77,6.7,7.48,2.35,6.0,2.53,7.3,8.16,0.00037866
